rank,company,ownership,total_income,operating_income,profit,profit_margin_percentage,cash_balance,debt,total_assets,net_worth,employees,debt_to_assets,return_on_assets,revenue_per_employee,profit_per_employee,category_size,profitability_category,sector,stability_score
361,Abbott India,MNC,6116.0,5875.0,1201.0,19.6,2134.0,83.0,3897.0,3699.0,3589,2.1298434693353863,30.81857839363613,1.7040958484257454,0.33463360267483977,Small,Medium,Other,6.266938670772388
362,KPR Mill,K.P. Ramasamy family,6077.0,6060.0,805.0,13.3,179.0,1158.0,5523.0,4358.0,20774,20.966865833785985,14.575411913814957,0.29252912294213923,0.038750361028208336,Small,Medium,Other,-1.702069527430743
363,RattanIndia Enterprises,Rajiv Rattan,6040.0,5610.0,426.0,7.1,165.0,1184.0,2041.0,839.0,4069,58.0107790298873,20.872121509064183,1.4843942000491521,0.10469402801671172,Small,Low,Other,-14.539622733953943
364,Solar Industries India,Satyanarayan Nuwal,6031.0,6070.0,836.0,13.9,287.0,1138.0,4569.0,3306.0,929,24.906981834099366,18.297220398336616,6.491926803013993,0.8998923573735199,Small,Medium,Other,-2.623587218209674
365,KRBL,Anil Mittal,6026.0,5385.0,596.0,9.9,30.0,545.0,5417.0,4858.0,2179,10.06091932804135,11.00239985231678,2.765488756310234,0.273519963285911,Small,Low,Other,0.4728798227801369
366,City Union Bank,Diversified,6012.0,5271.0,1016.0,16.9,6944.0,60381.0,70826.0,8401.0,7188,85.25259085646513,1.4345014542682066,0.8363939899833055,0.14134668892598776,Small,Medium,Banking & Financial Services,-20.15747860955016
367,Oravel Stays,Ritesh Agarwal,5962.0,5389.0,220.0,3.7,710.0,3844.0,4773.0,1860.0,4069,80.53635030379216,4.609260423213912,1.4652248709756697,0.05406733841238633,Small,Low,Other,-22.628969201759897
368,Kirloskar Oil Engines,Kirloskar Group,5946.0,5898.0,442.0,7.4,505.0,4142.0,6885.0,2676.0,2370,60.159767610748005,6.419753086419753,2.508860759493671,0.18649789029535865,Small,Low,Oil & Gas,-15.384865649963691
369,Great Eastern Shipping Company,K.M. Sheth,5919.0,5255.0,2614.0,44.2,4891.0,3048.0,15766.0,12397.0,242,19.33274134212863,16.57998224026386,24.458677685950413,10.801652892561984,Small,Very High,Other,8.153822148928073
370,Jubilant Foodworks,Jubilant Bhartia Group,5888.0,5654.0,399.0,6.8,157.0,4207.0,6568.0,2171.0,8262,64.05298416565165,6.074908647990256,0.7126603727910917,0.048293391430646336,Small,Low,Consumer Goods & Retail,-16.749616321559078
371,Max Healthcare Institute,"Abhay Soi, KKR",5883.0,5704.0,1058.0,18.0,1099.0,1299.0,10347.0,8408.0,12697,12.554363583647435,10.225186044264039,0.4633377963298417,0.08332677010317398,Small,Medium,Automobile,2.159437518121194
372,Brigade Enterprises,M.R. Jaishankar,5875.0,4897.0,452.0,7.7,1737.0,5470.0,9275.0,3641.0,859,58.97574123989219,4.873315363881401,6.839348079161816,0.5261932479627474,Small,Low,Other,-14.947800539083557
373,Medplus Health Services,Madhukar Gangadi & Others,5856.0,5625.0,65.0,1.1,142.0,1010.0,2620.0,1578.0,21716,38.54961832061068,2.480916030534351,0.2696629213483146,0.002993184748572481,Small,Low,Pharmaceuticals,-10.87442748091603
374,DCB Bank,Diversified,5836.0,5362.0,536.0,9.2,3066.0,55573.0,63107.0,4781.0,11325,88.0615462626967,0.8493511020964394,0.5153200883002208,0.047328918322295806,Small,Low,Banking & Financial Services,-23.331760026621453
375,Care Health Insurance,Religare Group,5820.0,5740.0,305.0,5.2,96.0,0.0,2198.0,2170.0,4069,0.0,13.876251137397636,1.4303268616367657,0.07495699188989924,Small,Low,Banking & Financial Services,2.146260236578708
376,Schwing Stetter India,MNC,5815.0,5396.0,107.0,1.8,5.0,844.0,1460.0,582.0,4069,57.80821917808219,7.328767123287672,1.4290980584910298,0.026296387318751537,Small,Low,Other,-16.355205479452056
377,Popular Vehicles & Services,Francis Kuttukaran Paul & family,5806.0,5616.0,76.0,1.3,61.0,925.0,1610.0,653.0,1856,57.453416149068325,4.720496894409938,3.1282327586206895,0.040948275862068964,Small,Low,Automobile,-16.444037267080745
378,Astral,Sandeep Engineer,5770.0,5641.0,546.0,9.5,610.0,119.0,3393.0,3187.0,4558,3.5072207486000586,16.091954022988507,1.265906099166301,0.11978938130759105,Small,Low,Other,2.45562923666372
379,Colgate-Palmolive,MNC,5736.0,5680.0,1324.0,23.1,1374.0,72.0,1969.0,1874.0,2318,3.6566785170137126,67.24225495175216,2.4745470232959446,0.5711820534943917,Small,High,Other,7.617404773996953
380,Sundram Fasteners,TVS-Suresh Krishna,5736.0,5666.0,522.0,9.1,35.0,647.0,4111.0,3421.0,2043,15.7382631963026,12.697640476769642,2.8076358296622614,0.2555066079295154,Small,Low,Other,-1.4358234006324484
381,Triveni Engineering,Dhruv Sawhney,5708.0,5220.0,395.0,6.9,78.0,1424.0,4370.0,2901.0,1026,32.5858123569794,9.038901601830664,5.563352826510721,0.38499025341130605,Small,Low,Construction & Infrastructure,-7.221395881006864
382,Gland Pharma,MNC,5707.0,5665.0,772.0,13.5,1839.0,372.0,9274.0,8724.0,4217,4.011214147077852,8.324347638559413,1.3533317524306379,0.1830685321318473,Small,Medium,Pharmaceuticals,3.3527819711020053
383,IFB Industries,Bijon Nag,5662.0,5653.0,50.0,0.9,111.0,164.0,989.0,718.0,2112,16.582406471183013,5.055611729019211,2.680871212121212,0.023674242424242424,Small,Low,Other,-4.281162790697675
384,API Holdings,"Siddharth Bhaskar Shah, Dhaval Shah",5617.0,5664.0,-2550.0,7.8,1610.0,4219.0,6819.0,2189.0,4069,61.87124211761256,-37.39551253849538,1.380437453919882,-0.6266896043253871,Small,Low,Other,-16.622061885907026
385,Godawari Power & Ispat,B.L. Agrawal,5589.0,5455.0,935.0,16.7,870.0,52.0,4614.0,4496.0,3442,1.1270047680970958,20.264412657130475,1.6237652527600233,0.27164439279488667,Small,Medium,Power & Energy,5.414898136107499
386,Oberoi Realty,Vikas Oberoi,5550.0,4496.0,1927.0,34.7,767.0,2495.0,16663.0,13844.0,1024,14.973294124707436,11.564544199723938,5.419921875,1.8818359375,Small,Very High,Other,6.45850867190782
387,Avanti Feeds,Indra Kumar Alluri,5535.0,5369.0,357.0,6.5,737.0,17.0,2718.0,2365.0,755,0.6254598969830758,13.134657836644593,7.33112582781457,0.4728476821192053,Small,Low,Other,2.3792862398822665
388,Sterlite Technologies,Anil Agarwal,5534.0,5478.0,-51.0,7.8,403.0,3376.0,5428.0,2023.0,2178,62.196020633750926,-0.939572586588062,2.5408631772268135,-0.023415977961432508,Small,Low,IT & Technology,-16.02274871039057
389,Maharashtra Seamless,D.P. Jindal,5510.0,5404.0,951.0,17.3,56.0,0.0,5799.0,5727.0,1060,0.0,16.399379203310914,5.19811320754717,0.8971698113207547,Small,Medium,Other,5.81991895154337
390,Tamilnad Mercantile Bank,Diversified,5493.0,4848.0,1072.0,19.5,3568.0,50816.0,61552.0,7921.0,4602,82.55783727579933,1.7416168442942555,1.1936114732724903,0.23294219904389396,Small,Medium,Banking & Financial Services,-18.57092539641279
391,Poonawalla Fincorp,Adar Cyrus Poonwalla,5488.0,5418.0,1683.0,30.7,269.0,15216.0,23383.0,8167.0,2384,65.07291622118633,7.197536671941155,2.302013422818792,0.7059563758389261,Small,Very High,Other,-9.865623316084337
392,Alok Industries,Mukesh Ambani & JM Financial,5436.0,5510.0,-847.0,7.8,217.0,22473.0,6278.0,-19776.0,22245,357.96431984708505,-13.491557820962091,0.24436952124072825,-0.03807597212856822,Small,Low,Other,-105.01221408091749
393,H.G. Infra Engineering,"Harendra Singh, Vijendra Singh, Girishpal Singh trusts",5415.0,5378.0,539.0,10.0,207.0,1513.0,4058.0,2455.0,4848,37.28437654016757,13.282405125677673,1.1169554455445545,0.11117986798679869,Small,Low,Construction & Infrastructure,-7.609462789551503
394,Birlasoft,C.K. Birla Group,5382.0,5278.0,624.0,11.6,425.0,93.0,3215.0,3044.0,10351,2.892690513219285,19.409020217729395,0.519949763307893,0.060284030528451354,Small,Medium,Other,3.326811819595645
395,Supreme Petrochem,Rajan Raheja Group,5382.0,5307.0,346.0,6.4,520.0,114.0,2145.0,2019.0,420,5.314685314685315,16.13053613053613,12.814285714285715,0.8238095238095238,Small,Low,Other,0.9966899766899764
396,Shipping Corporation of India,Govt of India,5330.0,5047.0,679.0,12.7,1314.0,2914.0,10513.0,7540.0,519,27.71806335013792,6.458670217825549,10.269749518304431,1.3082851637764932,Small,Medium,Other,-4.051247978693047
397,Redington,Diversified,5329.0,5652.0,1219.0,22.9,1621.0,2958.0,11017.0,7549.0,1817,26.849414541163657,11.064718162839249,2.932856356631811,0.6708860759493671,Small,High,Other,-0.6341027502949992
398,Ola Electric Mobility,Bhavish Aggarwal,5324.0,5010.0,-1584.0,7.8,1663.0,2710.0,4904.0,-954.0,959,55.2610114192496,-32.30016313213703,5.551616266944734,-1.6517205422314911,Small,Low,Power & Energy,-14.516484502446984
399,Blue Dart Express,MNC,5319.0,5268.0,301.0,5.7,166.0,1073.0,2442.0,1367.0,12541,43.93939393939394,12.325962325962326,0.4241288573478989,0.024001275815325733,Small,Low,Other,-10.91170352170352
400,Fertilizers & Chemicals Travancore,Govt of India,5309.0,5055.0,146.0,2.8,2679.0,1810.0,3358.0,1376.0,681,53.901131625967835,4.3478260869565215,7.795888399412629,0.2143906020558003,Small,Low,Other,-14.78382370458606
401,GMR Power & Urban Infra,G.M. Rao family,5300.0,4489.0,-103.0,7.8,682.0,13876.0,12134.0,-2917.0,863,114.35635404648097,-0.8488544585462338,6.1413673232908454,-0.11935110081112399,Small,Low,Power & Energy,-31.672642162518546
402,Finolex Cables,Chhabria family,5281.0,5014.0,652.0,12.3,98.0,18.0,4976.0,4946.0,958,0.3617363344051447,13.10289389067524,5.512526096033403,0.6805845511482255,Small,Medium,Other,4.147475884244373
403,JBM Auto,S.K. Arya,5257.0,5009.0,179.0,3.4,67.0,2127.0,3364.0,1168.0,3097,63.2282996432818,5.321046373365042,1.6974491443332258,0.05779786890539231,Small,Low,Automobile,-17.538085612366228
404,Ratnamani Metals & Tubes,Prakash Sanghvi,5242.0,5059.0,623.0,11.9,207.0,153.0,3468.0,3141.0,1316,4.411764705882353,17.964244521337946,3.9832826747720365,0.4734042553191489,Small,Medium,Metals & Mining,2.917693194925028
405,HL Mando Anand India,"Anand group, Mando Corp",5239.0,5188.0,338.0,6.5,631.0,217.0,1738.0,1489.0,4069,12.485615650172614,19.447640966628306,1.2875399361022364,0.08306709265175719,Small,Low,Other,-1.0341196777905644
406,Mukand,Niraj Bajaj,5237.0,5175.0,103.0,2.0,53.0,1483.0,2463.0,921.0,670,60.211124644742185,4.1818920016240355,7.816417910447761,0.1537313432835821,Small,Low,Other,-17.07539585870889
407,Hitachi Energy India,MNC,5224.0,5237.0,164.0,3.1,128.0,214.0,1578.0,1360.0,2375,13.561470215462613,10.392902408111533,2.199578947368421,0.06905263157894737,Small,Low,Power & Energy,-2.6143599493029157
408,India Cements,N Srinivasan,5177.0,5112.0,-227.0,7.8,84.0,2618.0,8871.0,5143.0,1875,29.511892684026602,-2.5588997858189604,2.761066666666667,-0.12106666666666667,Small,Low,Construction & Infrastructure,-6.2628519896291275
409,CreditAccess Grameen,MNC,5173.0,5119.0,1446.0,28.0,1314.0,21841.0,28411.0,6570.0,19395,76.8751539896519,5.08957798035972,0.26671822634699666,0.0745552977571539,Small,High,Banking & Financial Services,-14.251504698884236
410,Castrol India,MNC,5169.0,5075.0,864.0,16.7,1200.0,77.0,2222.0,2122.0,570,3.4653465346534658,38.88388838883888,9.06842105263158,1.5157894736842106,Small,Medium,Other,5.156084608460846
411,Laurus Labs,Satyanarayana Chava,5168.0,5041.0,161.0,3.1,142.0,2577.0,6935.0,4111.0,5753,37.159336697909154,2.3215573179524154,0.8983139231705197,0.027985398922301407,Small,Low,Pharmaceuticals,-9.867274693583274
412,Narayana Hrudayalaya,Devi Shetty,5132.0,5018.0,789.0,15.4,416.0,1627.0,4749.0,2884.0,11659,34.259844177721625,16.614024005053697,0.440174972124539,0.0676730422849301,Small,Medium,Other,-5.008153295430617
413,Bayer CropScience,MNC,5130.0,5103.0,741.0,14.4,1164.0,47.0,3022.0,2849.0,1317,1.5552614162806089,24.520185307743215,3.8952164009111616,0.5626423690205011,Small,Medium,Other,4.72086035737922
414,Tamil Nadu Newsprint & Papers,Govt of Tamil Nadu,5115.0,4895.0,208.0,4.1,48.0,1801.0,4098.0,2090.0,855,43.948267447535386,5.075646656905808,5.982456140350878,0.2432748538011696,Small,Low,Other,-11.550624694973159
415,Hinduja Global Solutions,Hinduja Group,5088.0,4616.0,133.0,2.6,881.0,2107.0,9818.0,7488.0,11338,21.460582603381546,1.3546547158280708,0.44875639442582466,0.01173046392661845,Small,Low,Other,-5.313135058056631
416,Swan Energy,Nikhil V. Merchant,5063.0,5017.0,301.0,6.0,1320.0,3449.0,11780.0,6279.0,137,29.278438030560274,2.5551782682512734,36.956204379562045,2.197080291970803,Small,Low,Power & Energy,-6.6100169779286935
417,Zensar Technologies,RPG Group,5061.0,4902.0,665.0,13.1,724.0,187.0,3858.0,3562.0,10349,4.8470710212545365,17.236910316226023,0.4890327567880955,0.0642574161754759,Small,Medium,IT & Technology,3.1581493001555208
418,AIA Engineering,Bhadresh Shah,5021.0,4854.0,1136.0,22.6,554.0,461.0,7146.0,6658.0,1355,6.451161488944865,15.897005317660229,3.7055350553505537,0.8383763837638376,Small,High,Construction & Infrastructure,5.478096837391548
419,Tata Hitachi Construction Machinery Co.,Tata Group,5001.0,4875.0,240.0,4.8,75.0,369.0,1707.0,1182.0,4069,21.616871704745165,14.059753954305801,1.2290489063652004,0.05898255099533055,Small,Low,Construction & Infrastructure,-4.455079086115992
420,Time Technoplast,"Vageria, Jain families",4986.0,4993.0,310.0,6.2,153.0,829.0,3446.0,2550.0,2380,24.056877539175854,8.995937318630295,2.0949579831932774,0.13025210084033614,Small,Low,IT & Technology,-4.868264654672083
421,Wheels India,TVS-S. Viji,4974.0,4977.0,63.0,1.3,5.0,778.0,1636.0,840.0,2760,47.55501222493888,3.850855745721271,1.8021739130434782,0.02282608695652174,Small,Low,Other,-13.49887530562347
422,HMA Agro Industries,Gulzar Ahmad family,4974.0,4813.0,101.0,2.0,115.0,492.0,1233.0,717.0,302,39.90267639902677,8.19140308191403,16.47019867549669,0.3344370860927152,Small,Low,Other,-10.88832116788321
423,Indian Renewable Energy Development Agency,Govt of India,4965.0,4965.0,1252.0,25.2,736.0,49687.0,58246.0,8559.0,174,85.30542869896645,2.1495038285890877,28.53448275862069,7.195402298850575,Small,High,Power & Energy,-17.686111320949074
424,KPIT Technologies,Diversified*,4945.0,4872.0,595.0,12.0,771.0,329.0,2698.0,2146.0,8980,12.194217939214234,22.053372868791698,0.5506681514476615,0.06625835189309577,Small,Medium,IT & Technology,0.7399555226093399
425,V-Guard Industries,K. Chittilappilly,4939.0,4857.0,258.0,5.2,57.0,401.0,2232.0,1814.0,3006,17.96594982078853,11.559139784946236,1.643047238855622,0.08582834331337326,Small,Low,Other,-3.2934946236559144
426,Rajasthan Rajya Vidyut Prasaran Nigam,Govt of Rajasthan,4931.0,4575.0,-1421.0,7.8,189.0,12316.0,17667.0,2583.0,4069,69.71189222844852,-8.043244467085527,1.2118456623248957,-0.3492258540181863,Small,Low,Other,-18.43229297560423
427,J Kumar Infraprojects,Jagadishkumar Gupta,4908.0,4879.0,331.0,6.7,504.0,593.0,3398.0,2644.0,7335,17.451442024720425,9.741024131842261,0.669120654396728,0.04512610770279482,Small,Low,Construction & Infrastructure,-2.700947616244851
428,Shankara Building Products,Sukumar Srinivas,4880.0,4828.0,81.0,1.7,34.0,87.0,884.0,798.0,881,9.841628959276019,9.16289592760181,5.5391600454029515,0.09194097616345062,Small,Low,Other,-1.9515384615384612
429,Steel Strips Wheels,Dheeraj Garg,4862.0,4357.0,675.0,13.9,43.0,1048.0,2544.0,1355.0,2181,41.19496855345912,26.53301886792453,2.2292526364053185,0.30949105914718017,Small,Medium,Metals & Mining,-7.354449685534591
430,JM Financial,Nimesh Kampani,4832.0,4786.0,410.0,8.5,5444.0,16228.0,27284.0,8491.0,300,59.47808239261106,1.5027122122855885,16.106666666666666,1.3666666666666667,Small,Low,Other,-14.92346430142208
431,Godfrey Phillips India,K.K. Modi Group,4828.0,4455.0,883.0,18.3,25.0,344.0,4610.0,4232.0,969,7.462039045553145,19.154013015184383,4.982456140350878,0.9112487100103199,Small,Medium,Other,3.935553145336226
432,Tata Advanced Systems,Tata Group,4827.0,4793.0,177.0,3.7,159.0,3713.0,7151.0,2812.0,4069,51.92280799888127,2.4751782967417144,1.1862865568935856,0.04349963135905628,Small,Low,Other,-14.112891903230315
433,USV,Leena Gandhi Tewari,4825.0,4553.0,1377.0,28.6,123.0,0.0,5484.0,5298.0,4069,0.0,25.10940919037199,1.1857950356352913,0.338412386335709,Small,High,Other,9.386673960612693
434,Carborundum Universal,Murugappa Group,4822.0,4702.0,461.0,9.6,558.0,172.0,3507.0,3126.0,1007,4.904476760764186,13.145138294838892,4.788480635551142,0.45779543197616684,Small,Low,Automobile,2.0033818078129455
435,LMW,Jayavarthanavelu family,4811.0,4696.0,374.0,7.8,955.0,0.0,2926.0,2704.0,2333,0.0,12.781954887218044,2.0621517359622805,0.16030861551650236,Small,Low,Other,2.960915926179084
436,Sun TV Network,Kalanithi Maran,4797.0,4282.0,1925.0,40.1,401.0,38.0,10590.0,10536.0,1394,0.3588290840415486,18.17752596789424,3.4411764705882355,1.3809182209469153,Small,Very High,Other,12.593474976392823
437,Ageas Federal Life Insurance Co.,Ageas group,4792.0,4785.0,107.0,2.2,107.0,0.0,17564.0,1165.0,4069,0.0,0.6092006376679572,1.1776849348734333,0.026296387318751537,Small,Low,Banking & Financial Services,0.973402414028695
438,Nagarjuna Fertilizers & Chemicals,Nagarjuna Group,4776.0,4765.0,-1284.0,7.8,30.0,3261.0,-21.0,-3352.0,813,-15528.571428571428,6114.285714285715,5.874538745387454,-1.5793357933579335,Small,Low,Other,4783.211428571428
439,Patel Engineering,Rupen Patel,4753.0,4544.0,290.0,6.1,339.0,1910.0,6320.0,3149.0,4580,30.22151898734177,4.588607594936709,1.0377729257641921,0.06331877729257641,Small,Low,Construction & Infrastructure,-6.833955696202531
440,Zuari Agro Chemicals,K.K. Birla Group,4750.0,4595.0,100.0,2.1,389.0,1783.0,4095.0,1694.0,4069,43.54090354090354,2.442002442002442,1.1673629884492505,0.024576062914721062,Small,Low,Other,-12.064432234432235
441,Saraswat Co-operative Bank,Diversified,4749.0,3960.0,503.0,10.6,5765.0,51284.0,65420.0,5405.0,4069,78.39192907367777,0.7688780189544482,1.1671172278201032,0.12361759646104695,Small,Medium,Banking & Financial Services,-20.004576582084987
442,Senco Gold,Suvankar Sen family,4741.0,4233.0,181.0,3.8,551.0,1761.0,3136.0,1366.0,2366,56.15433673469388,5.771683673469387,2.003803888419273,0.0765004226542688,Small,Low,Other,-15.255727040816325
443,Gujarat Ambuja Exports,Manish Kumar Gupta,4722.0,4610.0,346.0,7.3,19.0,199.0,2993.0,2769.0,1371,6.648847310390912,11.560307383895758,3.4442013129102844,0.2523705324580598,Small,Low,Other,0.727821583695289
444,Granules India,K.P. Chigurupati,4698.0,4506.0,405.0,8.6,386.0,1315.0,4579.0,3226.0,4057,28.718060711945842,8.844725922690543,1.1579985210746857,0.09982745871333498,Small,Low,Other,-5.541664118803233
445,Konkan Railway Corporation,Govt of India,4692.0,4462.0,314.0,6.7,367.0,3971.0,7149.0,2022.0,4069,55.54623024199189,4.392222688487901,1.1531088719587121,0.07716883755222413,Small,Low,Other,-14.25575744859421
446,Lucas - TVS,TVS,4686.0,4571.0,150.0,3.2,67.0,288.0,2244.0,1767.0,4069,12.834224598930483,6.684491978609626,1.151634308183829,0.036864094372081595,Small,Low,Other,-2.450606060606061
447,Jana Small Finance Bank,Diversified,4684.0,4013.0,670.0,14.3,2054.0,27783.0,32710.0,3577.0,21800,84.9373280342403,2.0483032711708957,0.2148623853211009,0.030733944954128442,Small,Medium,Banking & Financial Services,-20.837673494344237
448,SKF India,MNC,4679.0,4570.0,552.0,11.8,1222.0,12.0,2731.0,2683.0,1202,0.43939948736726475,20.21237641889418,3.8926788685524127,0.45923460898502494,Small,Medium,Other,4.201918711094837
449,HFCL,Mahendra Nahata,4669.0,4465.0,330.0,7.1,336.0,991.0,5039.0,3956.0,2114,19.66660051597539,6.548918436197658,2.2086092715231787,0.15610217596972564,Small,Low,Other,-3.325665806707679
450,Atul,Sunil Lalbhai,4644.0,4726.0,323.0,7.0,72.0,237.0,5436.0,5114.0,3255,4.359823399558499,5.941869021339221,1.4267281105990783,0.09923195084485407,Small,Low,Other,1.2135393671817516
451,Minda Corporation,Ashok Minda,4637.0,4651.0,227.0,4.9,192.0,535.0,2567.0,1976.0,1846,20.841449162446434,8.84300740163615,2.511917659804984,0.12296858071505959,Small,Low,Other,-4.290615504479937
452,West Coast Paper Mills,S.K. Bangur,4628.0,4448.0,692.0,15.0,43.0,276.0,4234.0,3242.0,1004,6.518658478979688,16.343882853094,4.609561752988048,0.6892430278884463,Small,Medium,Other,3.1733112895606994
453,Craftsman Automation,Srinivasan Ravi,4620.0,4452.0,304.0,6.6,83.0,1755.0,3509.0,1658.0,2500,50.014249073810205,8.663436876603022,1.848,0.1216,Small,Low,Automobile,-12.546275292106014
454,Kajaria Ceramics,A.K. Kajaria,4610.0,4578.0,422.0,9.2,514.0,239.0,2919.0,2617.0,2545,8.187735525865023,14.4570058239123,1.8113948919449903,0.16581532416502948,Small,Low,Other,0.9280369989722503
455,Tata International,Tata,4604.0,4647.0,-213.0,7.8,828.0,3349.0,3545.0,151.0,4069,94.47108603667137,-6.0084626234132585,1.1314819365937576,-0.05234701400835586,Small,Low,Other,-25.774781382228493
456,KNR Constructions,Narasimha Reddy,4593.0,4429.0,777.0,16.9,411.0,1262.0,4799.0,3554.0,2488,26.297145238591373,16.1908730985622,1.8460610932475885,0.31229903536977494,Small,Medium,Construction & Infrastructure,-2.178197541154407
457,Bharti Axa Life Insurance Company,"Bharti, Axa",4591.0,4356.0,-146.0,7.8,150.0,110.0,15838.0,496.0,4069,0.694532137896199,-0.921833564844046,1.128287048414844,-0.03588105185549275,Small,Low,Banking & Financial Services,2.415097865892158
458,Century Textiles & Industries,B.K. Birla Group,4580.0,4514.0,51.0,1.1,402.0,2502.0,7125.0,3979.0,7708,35.11578947368421,0.7157894736842105,0.5941878567721848,0.006616502335236118,Small,Low,Other,-9.879136842105261
459,Finolex Industries,Chhabria family,4576.0,4317.0,474.0,10.4,32.0,394.0,6105.0,5634.0,1313,6.453726453726453,7.764127764127764,3.485148514851485,0.361005331302361,Small,Medium,Other,1.6402129402129404
460,Shoppers Stop,K Raheja,4559.0,4317.0,77.0,1.7,17.0,2785.0,3086.0,301.0,8385,90.24627349319508,2.4951393389500973,0.5437090041741205,0.009183064997018485,Small,Low,Other,-26.212877511341542
461,Bajaj Electricals,Bajaj Group,4547.0,4641.0,131.0,2.9,275.0,215.0,1718.0,1441.0,1958,12.514551804423748,7.625145518044238,2.322267620020429,0.0669050051072523,Small,Low,Power & Energy,-2.3998486612339924
462,Adani Total Gas,Adani Group,4537.0,4475.0,668.0,14.7,456.0,1557.0,5154.0,3580.0,508,30.20954598370198,12.96080714008537,8.931102362204724,1.31496062992126,Small,Medium,Oil & Gas,-4.075952658129609
463,Vindhya Telelinks,Sanjay Lalbhai,4531.0,4087.0,283.0,6.2,171.0,493.0,4472.0,3753.0,2600,11.024150268336316,6.328264758497316,1.7426923076923078,0.10884615384615384,Small,Low,Other,-1.013032200357782
464,Gujarat Fluorochemicals,Vivek Jain,4514.0,4281.0,435.0,9.6,198.0,2096.0,8098.0,5936.0,1895,25.882934057792045,5.371696715238331,2.3820580474934037,0.22955145118733508,Small,Low,Other,-4.472556186712769
465,Page Industries,Sunder Genomal,4506.0,4825.0,569.0,12.6,321.0,185.0,1787.0,1597.0,19461,10.352546166759932,31.841074426412984,0.23154000308308925,0.029237963105698577,Small,Medium,Other,1.6469837716843871
466,Kesoram Industries,B.K. Birla Group,4495.0,4419.0,-384.0,7.8,184.0,2230.0,2477.0,95.0,1009,90.02825999192572,-15.502624142107388,4.454905847373637,-0.38057482656095143,Small,Low,Other,-24.663673798950345
467,Shriram Life Insurance Company,Shriram Group,4460.0,4368.0,158.0,3.5,305.0,0.0,11852.0,881.0,4069,0.0,1.3331083361457983,1.0960924059965593,0.03883017940525928,Small,Low,Banking & Financial Services,1.3818089773877826
468,Jindal Poly Films,Bhavesh Jindal,4460.0,3926.0,72.0,1.6,116.0,2655.0,9654.0,3994.0,273,27.50155376009944,0.7458048477315102,16.336996336996336,0.26373626373626374,Small,Low,Other,-7.4531468821214
469,IRCTC,Govt of India,4443.0,4270.0,1111.0,25.0,2278.0,60.0,3478.0,3230.0,2726,1.7251293847038527,31.943645773433005,1.6298606016140866,0.4075568598679384,Small,High,Other,8.05232892466935
470,Birla Carbon India,Aditya Birla Group,4428.0,4145.0,446.0,10.1,191.0,0.0,3399.0,3371.0,4069,0.0,13.12150632538982,1.0882280658638486,0.10960924059965593,Small,Medium,Automobile,3.6036687260959104
471,Asahi India Glass,MNC,4376.0,4341.0,328.0,7.5,179.0,1968.0,4333.0,2353.0,1923,45.41887837525964,7.569813062543272,2.2756110244409777,0.1705668226729069,Small,Low,Other,-10.916005077313642
472,Arvind Fashions,Sanjay Lalbhai,4361.0,4259.0,81.0,1.9,168.0,1148.0,2488.0,1003.0,171,46.141479099678456,3.2556270096463025,25.502923976608187,0.47368421052631576,Small,Low,Other,-12.893826366559486
473,Filatex India,M.S. Bhageria,4347.0,4286.0,111.0,2.6,41.0,233.0,1478.0,1204.0,1063,15.764546684709066,7.510148849797023,4.089369708372531,0.10442144873000941,Small,Low,Other,-3.49361299052774
474,Howe Engineering Projects India,Ashwin Modi,4341.0,4226.0,250.0,5.8,61.0,0.0,500.0,471.0,4069,0.0,50.0,1.0668468911280413,0.06144015728680265,Small,Low,Construction & Infrastructure,3.0644
475,Niva Bupa Health Insurance Co.,MNC,4335.0,4116.0,82.0,1.9,143.0,250.0,2301.0,2050.0,4069,10.864841373315949,3.5636679704476313,1.0653723273531581,0.020152371590071272,Small,Low,Banking & Financial Services,-2.3057496740547587
476,Ajanta Pharma,Rajesh Agrawal,4333.0,4209.0,816.0,18.8,131.0,35.0,3646.0,3567.0,7844,0.9599561162918266,22.38069116840373,0.5523967363590006,0.10402855685874554,Small,Medium,Pharmaceuticals,6.106812945693911
477,Tata Play,Tata,4327.0,4305.0,-354.0,7.8,71.0,2135.0,3383.0,-855.0,4069,63.10966597694354,-10.464085131540052,1.0634062423199804,-0.08699926271811256,Small,Low,Other,-16.49798403783624
478,Electrotherm,Mukesh Bhandari,4291.0,4272.0,317.0,7.4,62.0,1770.0,1014.0,-781.0,2431,174.55621301775147,31.26232741617357,1.765117235705471,0.13039901275195392,Small,Low,Other,-49.209388560157784
479,Angel One,Dinesh D. Thakkar,4280.0,4272.0,1126.0,26.3,9844.0,2541.0,5580.0,3039.0,3663,45.53763440860215,20.17921146953405,1.1684411684411684,0.3073983073983074,Small,High,Other,-4.714874551971326
480,Gallantt Ispat,C.P. Agarwal,4270.0,4227.0,225.0,5.3,12.0,462.0,2927.0,2451.0,417,15.784079262043047,7.6870515886573285,10.239808153477219,0.539568345323741,Small,Low,Other,-2.690662794670311
481,Himadri Speciality Chemical,Sadashiv K Shetty,4264.0,4185.0,411.0,9.6,731.0,605.0,3657.0,3046.0,920,16.54361498496035,11.238720262510254,4.6347826086956525,0.4467391304347826,Small,Low,Other,-1.518331966092425
